PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
2446,33.31071844,130.2929872,24.398,57634.303,-47224.316,2,5030,23,29
2447,33.31072144,130.2929862,24.391,57635.23,-47224.571,2,5030,23,29
2448,33.31072437,130.2929849,24.385,57636.134,-47224.899,2,5030,23,29
2449,33.31072721,130.2929833,24.378,57637.009,-47225.298,2,5030,23,29
2450,33.31072993,130.2929815,24.371,57637.849,-47225.766,2,5030,23,29
2451,33.31073251,130.2929794,24.365,57638.649,-47226.3,2,5030,23,29
2452,33.31073495,130.2929771,24.358,57639.403,-47226.896,2,5030,23,29
2453,33.31073723,130.2929745,24.352,57640.108,-47227.55,2,5030,23,29
2454,33.31073933,130.2929718,24.346,57640.758,-47228.259,2,5030,23,29
2455,33.31074124,130.2929688,24.34,57641.349,-47229.017,2,5030,23,29
2456,33.31074294,130.2929657,24.335,57641.878,-47229.82,2,5030,23,29
2457,33.31074443,130.2929624,24.33,57642.341,-47230.663,2,5030,23,29
2458,33.31074569,130.292959,24.325,57642.735,-47231.54,2,5030,23,29
2459,33.31074673,130.2929555,24.321,57643.058,-47232.446,2,5030,23,29
2460,33.31074752,130.2929519,24.317,57643.307,-47233.375,2,5030,23,29
2461,33.31074807,130.2929482,24.314,57643.481,-47234.321,2,5030,23,29
2462,33.31074837,130.2929445,24.311,57643.579,-47235.277,2,5030,23,29
2463,33.31074843,130.2929406,24.308,57643.601,-47236.288,2,5030,23,29
2464,33.31074848,130.2929402,24.308,57643.617,-47236.393,2,5030,23,29
2465,33.310749,130.2929371,24.305,57643.781,-47237.186,2,5030,23,29
2466,33.3107498,130.2929341,24.302,57644.03,-47237.968,2,5030,23,29
2467,33.31075085,130.2929312,24.298,57644.358,-47238.72,2,5030,23,29
2468,33.31075215,130.2929284,24.295,57644.763,-47239.434,2,5030,23,29
2469,33.31075369,130.2929258,24.29,57645.239,-47240.102,2,5030,23,29
2470,33.31075544,130.2929234,24.286,57645.782,-47240.718,2,5030,23,29
2471,33.31075739,130.2929212,24.281,57646.385,-47241.274,2,5030,23,29
2472,33.31075952,130.2929193,24.276,57647.043,-47241.765,2,5030,23,29
2473,33.3107618,130.2929177,24.271,57647.748,-47242.185,2,5030,23,29
2474,33.31076421,130.2929163,24.266,57648.493,-47242.53,2,5030,23,29
2475,33.31076672,130.2929153,24.26,57649.269,-47242.796,2,5030,23,29
2476,33.31076932,130.2929146,24.255,57650.069,-47242.98,2,5030,23,29
2477,33.31077196,130.2929142,24.25,57650.883,-47243.081,2,5030,23,29
2478,33.31077462,130.2929141,24.245,57651.704,-47243.096,2,5030,23,29
2479,33.31077728,130.2929143,24.241,57652.522,-47243.027,2,5030,23,29
2480,33.3107799,130.2929149,24.236,57653.328,-47242.874,2,5030,23,29
2481,33.31078227,130.2929157,24.233,57654.057,-47242.656,2,5030,23,29
2482,33.31078455,130.2929169,24.229,57654.76,-47242.362,2,5030,23,29
2483,33.31078673,130.2929183,24.226,57655.427,-47241.997,2,5030,23,29
2484,33.31078876,130.2929199,24.222,57656.053,-47241.563,2,5030,23,29
2485,33.31079065,130.2929219,24.218,57656.63,-47241.066,2,5030,23,29
2486,33.31079142,130.2929228,24.216,57656.869,-47240.827,2,5030,23,29
2487,33.31079246,130.2929242,24.213,57657.187,-47240.459,2,5030,23,29
2488,33.31079329,130.2929258,24.211,57657.44,-47240.044,2,5030,23,29
2489,33.31079389,130.2929275,24.208,57657.622,-47239.593,2,5030,23,29
2490,33.31079424,130.2929294,24.206,57657.728,-47239.119,2,5030,23,29
2491,33.31079434,130.2929313,24.203,57657.755,-47238.633,2,5030,23,29
2492,33.31079417,130.2929331,24.201,57657.702,-47238.15,2,5030,23,29
2493,33.31079375,130.292935,24.199,57657.57,-47237.682,2,5030,23,29
2494,33.31079344,130.2929358,24.199,57657.474,-47237.453,2,5030,23,29
2495,33.31079285,130.2929365,24.199,57657.292,-47237.294,2,5030,23,29
2496,33.31079225,130.2929368,24.199,57657.107,-47237.212,2,5030,23,29
2497,33.31079223,130.2929368,24.199,57657.099,-47237.216,2,5030,23,29
2498,33.31079253,130.292936,24.198,57657.192,-47237.404,2,5030,23,29
2499,33.31079298,130.2929342,24.198,57657.335,-47237.872,2,5030,23,29
2500,33.31079319,130.2929323,24.201,57657.4,-47238.357,2,5030,23,29
2501,33.31079313,130.2929304,24.205,57657.386,-47238.846,2,5030,23,29
2502,33.31079282,130.2929286,24.209,57657.292,-47239.327,2,5030,23,29
2503,33.31079226,130.2929268,24.213,57657.121,-47239.785,2,5030,23,29
2504,33.31079146,130.2929252,24.216,57656.878,-47240.21,2,5030,23,29
2505,33.31079045,130.2929237,24.219,57656.569,-47240.59,2,5030,23,29
2506,33.31078854,130.2929218,24.222,57655.982,-47241.091,2,5030,23,29
2507,33.31078647,130.2929201,24.225,57655.346,-47241.528,2,5030,23,29
2508,33.31078426,130.2929187,24.228,57654.668,-47241.897,2,5030,23,29
2509,33.31078194,130.2929175,24.232,57653.955,-47242.195,2,5030,23,29
2510,33.31077954,130.2929167,24.236,57653.216,-47242.417,2,5030,23,29
2511,33.31077708,130.2929161,24.241,57652.458,-47242.561,2,5030,23,29
2512,33.31077458,130.2929159,24.245,57651.689,-47242.626,2,5030,23,29
2513,33.31077208,130.292916,24.25,57650.917,-47242.611,2,5030,23,29
2514,33.31076959,130.2929164,24.255,57650.151,-47242.516,2,5030,23,29
2515,33.31076715,130.292917,24.26,57649.398,-47242.343,2,5030,23,29
2516,33.31076478,130.292918,24.266,57648.668,-47242.093,2,5030,23,29
2517,33.31076252,130.2929193,24.271,57647.968,-47241.768,2,5030,23,29
2518,33.31076037,130.2929208,24.276,57647.305,-47241.373,2,5030,23,29
2519,33.31075837,130.2929226,24.281,57646.686,-47240.912,2,5030,23,29
2520,33.31075653,130.2929247,24.286,57646.118,-47240.389,2,5030,23,29
2521,33.31075489,130.2929269,24.29,57645.608,-47239.81,2,5030,23,29
2522,33.31075344,130.2929294,24.295,57645.16,-47239.181,2,5030,23,29
2523,33.31075222,130.292932,24.298,57644.78,-47238.509,2,5030,23,29
2524,33.31075123,130.2929347,24.302,57644.471,-47237.802,2,5030,23,29
2525,33.31075048,130.2929376,24.305,57644.236,-47237.066,2,5030,23,29
2526,33.31074998,130.2929405,24.308,57644.08,-47236.311,2,5030,23,29
2527,33.31074995,130.2929408,24.308,57644.07,-47236.247,2,5030,23,29
2528,33.31074992,130.2929429,24.31,57644.058,-47235.69,2,5030,23,29
2529,33.31059949,130.2929545,24.349,57597.701,-47232.924,2,5030,23,29
2530,33.31059178,130.2929635,24.422,57595.312,-47230.614,2,5030,23,29
2531,33.31058604,130.2929702,24.44,57593.537,-47228.898,2,5030,23,29
2532,33.31064106,130.2930375,24.216,57610.402,-47211.457,2,5030,23,29
2533,33.31063539,130.2930441,24.175,57608.645,-47209.758,2,5030,23,29
2534,33.31062728,130.2930535,24.119,57606.137,-47207.333,2,5030,23,29
2535,33.31052349,130.2931534,24.102,57574.034,-47181.732,2,5030,23,29
2536,33.31051837,130.2931593,24.082,57572.451,-47180.195,2,5030,23,29
2537,33.31051537,130.2931629,24.07,57571.523,-47179.294,2,5030,23,29
2538,33.31050091,130.2931015,24.131,57567.145,-47195.14,2,5030,23,29
2539,33.31049581,130.2931075,24.17,57565.566,-47193.606,2,5030,23,29
2540,33.31049072,130.2931135,24.209,57563.989,-47192.075,2,5030,23,29
2541,33.31050491,130.2929167,24.549,57568.61,-47242.827,2,5030,23,29
2542,33.31049994,130.2929107,24.536,57567.088,-47244.39,2,5030,23,29
2543,33.31049546,130.2929052,24.523,57565.715,-47245.8,2,5030,23,29
2544,33.31054222,130.2928729,24.722,57580.16,-47254.073,2,5030,23,29
2545,33.31054736,130.2928791,24.669,57581.735,-47252.456,2,5030,23,29
2546,33.31055149,130.2928842,24.626,57583.003,-47251.154,2,5030,23,29
2547,33.31075382,130.2926245,24.739,57645.661,-47317.858,2,5030,23,29
2548,33.31074919,130.2926189,24.723,57644.242,-47319.315,2,5030,23,29
2549,33.31074381,130.2926123,24.704,57642.592,-47321.01,2,5030,23,29
2550,33.31058385,130.2930425,24.361,57592.77,-47210.241,2,5030,23,29
2551,33.31057874,130.2930363,24.345,57591.205,-47211.858,2,5030,23,29
2552,33.3105708,130.2930266,24.239,57588.769,-47214.375,2,5030,23,29
2553,33.31064639,130.2929694,24.543,57612.13,-47229.008,2,5030,23,29
2554,33.31065208,130.2929763,24.505,57613.873,-47227.216,2,5030,23,29
2555,33.31065961,130.2929855,24.442,57616.183,-47224.838,2,5030,23,29
2556,33.31081779,130.2926799,24.574,57665.298,-47303.449,2,5030,23,29
2557,33.31082818,130.2926677,24.606,57668.516,-47306.594,2,5030,23,29
2558,33.31082881,130.2926434,24.634,57668.74,-47312.863,2,5030,23,29
2559,33.31081829,130.2926557,24.618,57665.483,-47309.69,2,5030,23,29
2560,33.31058931,130.2926445,25.052,57594.955,-47312.941,2,5030,23,29
2561,33.31057982,130.2926363,25.11,57592.043,-47315.057,2,5030,23,29
2562,33.31057071,130.2926515,25.105,57589.218,-47311.169,2,5030,23,29
2563,33.31055991,130.2926422,25.072,57585.901,-47313.579,2,5030,23,29
2564,33.31075812,130.2925576,24.779,57647.07,-47335.106,2,5030,23,29
2565,33.31075287,130.2925638,24.758,57645.445,-47333.509,2,5030,23,29
2566,33.31074229,130.2925764,24.691,57642.171,-47330.292,2,5030,23,29
2567,33.31073802,130.2925814,24.652,57640.849,-47328.994,2,5030,23,29
2568,33.3107458,130.2925908,24.632,57643.234,-47326.567,2,5030,23,29
2569,33.31074636,130.2925915,24.632,57643.404,-47326.378,2,5030,23,29
2570,33.31074727,130.292593,24.632,57643.685,-47325.977,2,5030,23,29
2571,33.31074797,130.2925948,24.631,57643.896,-47325.536,2,5030,23,29
2572,33.31074842,130.2925966,24.629,57644.033,-47325.066,2,5030,23,29
2573,33.31074862,130.2925985,24.632,57644.092,-47324.58,2,5030,23,29
2574,33.3107489,130.2926063,24.667,57644.169,-47322.565,2,5030,23,29
2575,33.31074882,130.2926073,24.671,57644.144,-47322.301,2,5030,23,29
2576,33.3107485,130.2926083,24.676,57644.042,-47322.037,2,5030,23,29
2577,33.31074794,130.2926092,24.68,57643.871,-47321.813,2,5030,23,29
2578,33.31074433,130.2926135,24.71,57642.752,-47320.699,2,5030,23,29
2579,33.31073769,130.2926215,24.727,57640.695,-47318.649,2,5030,23,29
2580,33.31074213,130.2926268,24.739,57642.057,-47317.282,2,5030,23,29
2581,33.31075137,130.292638,24.721,57644.891,-47314.384,2,5030,23,29
2582,33.31075528,130.2926427,24.674,57646.088,-47313.159,2,5030,23,29
2583,33.31075769,130.2926398,24.69,57646.836,-47313.891,2,5030,23,29
2584,33.31076218,130.2926345,24.663,57648.223,-47315.247,2,5030,23,29
2585,33.31076357,130.2926331,24.655,57648.654,-47315.613,2,5030,23,29
2586,33.31076512,130.2926319,24.651,57649.133,-47315.914,2,5030,23,29
2587,33.31076679,130.292631,24.645,57649.649,-47316.145,2,5030,23,29
2588,33.31076855,130.2926304,24.638,57650.192,-47316.3,2,5030,23,29
2589,33.31077037,130.2926301,24.629,57650.752,-47316.378,2,5030,23,29
2590,33.3107722,130.2926301,24.611,57651.318,-47316.376,2,5030,23,29
2591,33.31077402,130.2926304,24.595,57651.877,-47316.294,2,5030,23,29
2592,33.31077578,130.292631,24.59,57652.419,-47316.134,2,5030,23,29
2593,33.31077746,130.2926319,24.592,57652.934,-47315.9,2,5030,23,29
2594,33.31077901,130.2926331,24.593,57653.41,-47315.595,2,5030,23,29
2595,33.31078056,130.2926347,24.593,57653.887,-47315.177,2,5030,23,29
2596,33.3107896,130.2926457,24.585,57656.658,-47312.328,2,5030,23,29
2597,33.31079489,130.2926395,24.616,57658.294,-47313.92,2,5030,23,29
2598,33.31080522,130.2926274,24.658,57661.494,-47317.033,2,5030,23,29
2599,33.3108105,130.2926212,24.669,57663.127,-47318.624,2,5030,23,29
2600,33.31080649,130.2926163,24.671,57661.897,-47319.885,2,5030,23,29
2601,33.31080396,130.2926132,24.675,57661.121,-47320.682,2,5030,23,29
2602,33.31079195,130.2925987,24.704,57657.44,-47324.462,2,5030,23,29
2603,33.31078986,130.2925961,24.71,57656.8,-47325.118,2,5030,23,29
2604,33.31078746,130.2925932,24.713,57656.064,-47325.874,2,5030,23,29
2605,33.31078533,130.2925906,24.714,57655.411,-47326.545,2,5030,23,29
2606,33.3107829,130.2925877,24.716,57654.666,-47327.309,2,5030,23,29
2607,33.31078088,130.2925852,24.717,57654.047,-47327.945,2,5030,23,29
2608,33.31077831,130.2925821,24.718,57653.261,-47328.752,2,5030,23,29
2609,33.31077624,130.2925796,24.722,57652.626,-47329.404,2,5030,23,29
2610,33.31077373,130.2925766,24.729,57651.857,-47330.193,2,5030,23,29
2611,33.31077171,130.2925741,24.736,57651.237,-47330.829,2,5030,23,29
2612,33.31076898,130.2925708,24.744,57650.4,-47331.688,2,5030,23,29
2613,33.31076713,130.2925685,24.75,57649.834,-47332.27,2,5030,23,29
2614,33.31076483,130.2925657,24.757,57649.127,-47332.995,2,5030,23,29
2615,33.3107626,130.292563,24.763,57648.445,-47333.695,2,5030,23,29
2616,33.31076011,130.29256,24.771,57647.68,-47334.48,2,5030,23,29
2617,33.31085056,130.2926698,24.595,57675.406,-47306.02,2,5030,23,29
2618,33.31084526,130.292676,24.591,57673.765,-47304.421,2,5030,23,29
2619,33.3108351,130.2926879,24.574,57670.621,-47301.358,2,5030,23,29
2620,33.31083023,130.2926941,24.557,57669.113,-47299.77,2,5030,23,29
2621,33.3108326,130.2926968,24.553,57669.84,-47299.079,2,5030,23,29
2622,33.31083374,130.2926987,24.549,57670.189,-47298.59,2,5030,23,29
2623,33.31083466,130.2927007,24.546,57670.47,-47298.058,2,5030,23,29
2624,33.31083535,130.2927029,24.539,57670.678,-47297.493,2,5030,23,29
2625,33.31083578,130.2927052,24.532,57670.81,-47296.906,2,5030,23,29
2626,33.31083596,130.2927075,24.524,57670.862,-47296.307,2,5030,23,29
2627,33.31083588,130.2927098,24.515,57670.835,-47295.706,2,5030,23,29
2628,33.31083555,130.2927121,24.505,57670.728,-47295.114,2,5030,23,29
2629,33.31083496,130.2927144,24.496,57670.544,-47294.542,2,5030,23,29
2630,33.31083413,130.2927165,24.485,57670.285,-47293.998,2,5030,23,29
2631,33.31083307,130.2927184,24.475,57669.957,-47293.494,2,5030,23,29
2632,33.31083159,130.2927205,24.468,57669.5,-47292.973,2,5030,23,29
2633,33.31082877,130.2927238,24.465,57668.626,-47292.124,2,5030,23,29
2634,33.31083293,130.2927288,24.452,57669.9,-47290.813,2,5030,23,29
2635,33.31083657,130.2927333,24.44,57671.017,-47289.664,2,5030,23,29
2636,33.31083946,130.2927368,24.431,57671.901,-47288.754,2,5030,23,29
2637,33.31084214,130.29274,24.421,57672.725,-47287.907,2,5030,23,29
2638,33.3108454,130.292744,24.41,57673.724,-47286.879,2,5030,23,29
2639,33.31084783,130.2927469,24.4,57674.467,-47286.114,2,5030,23,29
2640,33.3108519,130.2927519,24.419,57675.717,-47284.829,2,5030,23,29
2641,33.31085535,130.2927561,24.432,57676.774,-47283.742,2,5030,23,29
2642,33.31086512,130.2927446,24.439,57679.799,-47286.682,2,5030,23,29
2643,33.31086582,130.292744,24.443,57680.014,-47286.856,2,5030,23,29
2644,33.31086682,130.2927433,24.447,57680.322,-47287.013,2,5030,23,29
2645,33.31086791,130.292743,24.45,57680.658,-47287.095,2,5030,23,29
2646,33.31086903,130.292743,24.453,57681.004,-47287.098,2,5030,23,29
2647,33.31087012,130.2927433,24.454,57681.341,-47287.022,2,5030,23,29
2648,33.31087114,130.2927439,24.455,57681.652,-47286.871,2,5030,23,29
2649,33.31087241,130.2927452,24.456,57682.042,-47286.527,2,5030,23,29
2650,33.31088011,130.2927546,24.457,57684.402,-47284.084,2,5030,23,29
2651,33.31088546,130.2927484,24.481,57686.06,-47285.685,2,5030,23,29
2652,33.31089531,130.2927368,24.5,57689.107,-47288.653,2,5030,23,29
2653,33.31090064,130.2927306,24.497,57690.758,-47290.262,2,5030,23,29
2654,33.31089531,130.2927241,24.501,57689.123,-47291.94,2,5030,23,29
2655,33.31088803,130.2927153,24.517,57686.893,-47294.229,2,5030,23,29
2656,33.31086347,130.2926855,24.571,57679.364,-47301.957,2,5030,23,29
2657,33.31085877,130.2926798,24.575,57677.924,-47303.435,2,5030,23,29
2658,33.31050164,130.2927962,24.842,57567.757,-47273.916,2,5030,23,29
2659,33.31049777,130.2927931,24.878,57566.569,-47274.736,2,5030,23,29
2660,33.31048696,130.2927843,24.926,57563.248,-47277.03,2,5030,23,29
2661,33.31048124,130.2927796,24.92,57561.491,-47278.243,2,5030,23,29
2662,33.31047814,130.292785,24.914,57560.531,-47276.853,2,5030,23,29
2663,33.31044797,130.2928378,24.888,57551.169,-47263.268,2,5030,23,29
2664,33.31044692,130.2928395,24.887,57550.844,-47262.83,2,5030,23,29
2665,33.31043369,130.2928627,25.174,57546.737,-47256.859,2,5030,23,29
2666,33.31043885,130.292867,25.036,57548.324,-47255.758,2,5030,23,29
2667,33.31044876,130.2928751,24.858,57551.365,-47253.645,2,5030,23,29
2668,33.31045302,130.2928786,24.801,57552.673,-47252.738,2,5030,23,29
2669,33.31045455,130.2928759,24.767,57553.148,-47253.443,2,5030,23,29
2670,33.31045579,130.2928739,24.762,57553.534,-47253.944,2,5030,23,29
2671,33.31045723,130.2928722,24.76,57553.979,-47254.392,2,5030,23,29
2672,33.31045885,130.2928706,24.753,57554.478,-47254.781,2,5030,23,29
2673,33.31046061,130.2928694,24.74,57555.022,-47255.103,2,5030,23,29
2674,33.31046248,130.2928684,24.722,57555.602,-47255.354,2,5030,23,29
2675,33.31046445,130.2928677,24.7,57556.209,-47255.53,2,5030,23,29
2676,33.31046648,130.2928673,24.674,57556.834,-47255.628,2,5030,23,29
2677,33.31046853,130.2928672,24.655,57557.466,-47255.646,2,5030,23,29
2678,33.31047057,130.2928675,24.643,57558.095,-47255.585,2,5030,23,29
2679,33.31047258,130.292868,24.633,57558.711,-47255.444,2,5030,23,29
2680,33.31047451,130.2928688,24.633,57559.305,-47255.227,2,5030,23,29
2681,33.31047633,130.2928699,24.632,57559.866,-47254.937,2,5030,23,29
2682,33.31047803,130.2928713,24.63,57560.387,-47254.578,2,5030,23,29
2683,33.31047967,130.2928731,24.627,57560.889,-47254.125,2,5030,23,29
2684,33.31048912,130.2928846,24.604,57563.786,-47251.129,2,5030,23,29
2685,33.31049345,130.2928796,24.631,57565.128,-47252.427,2,5030,23,29
2686,33.31050014,130.2928718,24.666,57567.198,-47254.429,2,5030,23,29
2687,33.31050577,130.2928652,24.684,57568.941,-47256.114,2,5030,23,29
2688,33.31051271,130.2928571,24.678,57571.089,-47258.191,2,5030,23,29
2689,33.31051634,130.2928529,24.662,57572.214,-47259.279,2,5030,23,29
2690,33.31050238,130.2928358,24.67,57567.933,-47263.707,2,5030,23,29
2691,33.31050103,130.292834,24.67,57567.519,-47264.172,2,5030,23,29
2692,33.31049953,130.2928316,24.67,57567.061,-47264.795,2,5030,23,29
2693,33.31049825,130.292829,24.685,57566.669,-47265.463,2,5030,23,29
2694,33.31049719,130.2928263,24.706,57566.348,-47266.168,2,5030,23,29
2695,33.31049638,130.2928235,24.726,57566.101,-47266.902,2,5030,23,29
2696,33.31049582,130.2928205,24.745,57565.932,-47267.658,2,5030,23,29
2697,33.31049551,130.2928175,24.763,57565.841,-47268.427,2,5030,23,29
2698,33.31049546,130.2928145,24.779,57565.83,-47269.201,2,5030,23,29
2699,33.31049568,130.2928116,24.793,57565.899,-47269.972,2,5030,23,29
2700,33.31049614,130.2928086,24.805,57566.047,-47270.732,2,5030,23,29
2701,33.31049686,130.2928057,24.815,57566.272,-47271.473,2,5030,23,29
2702,33.31049783,130.292803,24.824,57566.573,-47272.186,2,5030,23,29
2703,33.31049903,130.2928003,24.833,57566.946,-47272.865,2,5030,23,29
2704,33.31050045,130.2927979,24.839,57567.387,-47273.502,2,5030,23,29
2705,33.31050082,130.2927973,24.841,57567.501,-47273.65,2,5030,23,29
2706,33.31050144,130.2927964,24.842,57567.695,-47273.867,2,5030,23,29
2707,33.31055808,130.2928754,24.649,57585.044,-47253.401,2,5030,23,29
2708,33.31055381,130.2928703,24.682,57583.735,-47254.733,2,5030,23,29
2709,33.31054448,130.2928591,24.691,57580.875,-47257.643,2,5030,23,29
2710,33.31054046,130.2928542,24.667,57579.642,-47258.898,2,5030,23,29
2711,33.31053458,130.2928612,24.67,57577.82,-47257.107,2,5030,23,29
2712,33.31053367,130.2928621,24.67,57577.54,-47256.869,2,5030,23,29
2713,33.31053243,130.292863,24.666,57577.157,-47256.64,2,5030,23,29
2714,33.31053108,130.2928636,24.669,57576.739,-47256.482,2,5030,23,29
2715,33.31052965,130.292864,24.666,57576.299,-47256.401,2,5030,23,29
2716,33.3105282,130.292864,24.661,57575.853,-47256.4,2,5030,23,29
2717,33.31052677,130.2928637,24.656,57575.413,-47256.478,2,5030,23,29
2718,33.31052541,130.2928631,24.654,57574.994,-47256.633,2,5030,23,29
2719,33.31052416,130.2928622,24.657,57574.609,-47256.86,2,5030,23,29
2720,33.31052306,130.2928611,24.659,57574.271,-47257.152,2,5030,23,29
2721,33.31051634,130.2928529,24.662,57572.214,-47259.279,2,5030,23,29
2722,33.31051271,130.2928571,24.678,57571.089,-47258.191,2,5030,23,29
2723,33.31050577,130.2928652,24.684,57568.941,-47256.114,2,5030,23,29
2724,33.31050014,130.2928718,24.666,57567.198,-47254.429,2,5030,23,29
2725,33.31049345,130.2928796,24.631,57565.128,-47252.427,2,5030,23,29
2726,33.31048912,130.2928846,24.604,57563.786,-47251.129,2,5030,23,29
2727,33.31049052,130.2928866,24.6,57564.217,-47250.625,2,5030,23,29
2728,33.31049173,130.2928887,24.596,57564.585,-47250.074,2,5030,23,29
2729,33.31049271,130.292891,24.585,57564.884,-47249.482,2,5030,23,29
2730,33.31049345,130.2928934,24.574,57565.109,-47248.858,2,5030,23,29
2731,33.31049394,130.2928959,24.561,57565.257,-47248.212,2,5030,23,29
2732,33.31049418,130.2928985,24.549,57565.327,-47247.552,2,5030,23,29
2733,33.31049415,130.292901,24.538,57565.317,-47246.889,2,5030,23,29
2734,33.31049387,130.2929036,24.528,57565.227,-47246.232,2,5030,23,29
2735,33.31049333,130.2929061,24.518,57565.058,-47245.591,2,5030,23,29
2736,33.31049255,130.2929085,24.511,57564.814,-47244.975,2,5030,23,29
2737,33.31049153,130.2929107,24.506,57564.497,-47244.392,2,5030,23,29
2738,33.31049029,130.2929128,24.5,57564.113,-47243.852,2,5030,23,29
2739,33.31048885,130.2929147,24.494,57563.666,-47243.362,2,5030,23,29
2740,33.31048872,130.2929149,24.493,57563.624,-47243.321,2,5030,23,29
2741,33.31049273,130.2929199,24.518,57564.854,-47242.025,2,5030,23,29
2742,33.31050191,130.2929313,24.512,57567.668,-47239.061,2,5030,23,29
2743,33.31050676,130.2929374,24.48,57569.156,-47237.492,2,5030,23,29
2744,33.31051432,130.2929287,24.473,57571.496,-47239.713,2,5030,23,29
2745,33.31051496,130.292928,24.474,57571.694,-47239.893,2,5030,23,29
2746,33.31051575,130.2929276,24.474,57571.935,-47240.008,2,5030,23,29
2747,33.3105166,130.2929274,24.472,57572.2,-47240.046,2,5030,23,29
2748,33.31051791,130.2929275,24.468,57572.601,-47240.03,2,5030,23,29
2749,33.31052004,130.2929278,24.454,57573.258,-47239.938,2,5030,23,29
2750,33.31052212,130.2929285,24.429,57573.899,-47239.768,2,5030,23,29
2751,33.31052413,130.2929294,24.403,57574.515,-47239.522,2,5030,23,29
2752,33.31052602,130.2929306,24.4,57575.096,-47239.204,2,5030,23,29
2753,33.31052777,130.2929321,24.4,57575.635,-47238.818,2,5030,23,29
2754,33.31052937,130.2929338,24.398,57576.124,-47238.37,2,5030,23,29
2755,33.31053074,130.2929355,24.395,57576.543,-47237.937,2,5030,23,29
2756,33.31053509,130.2929304,24.428,57577.891,-47239.24,2,5030,23,29
2757,33.3105418,130.2929226,24.509,57579.968,-47241.248,2,5030,23,29
2758,33.31054741,130.2929161,24.531,57581.704,-47242.914,2,5030,23,29
2759,33.31055436,130.292908,24.505,57583.855,-47245.007,2,5030,23,29
2760,33.31055801,130.2929037,24.504,57584.986,-47246.101,2,5030,23,29
2761,33.31055725,130.2929027,24.507,57584.753,-47246.371,2,5030,23,29
2762,33.31055592,130.2929004,24.516,57584.345,-47246.965,2,5030,23,29
2763,33.3105548,130.2928979,24.535,57584.004,-47247.6,2,5030,23,29
2764,33.31055392,130.2928953,24.554,57583.737,-47248.27,2,5030,23,29
2765,33.31055329,130.2928926,24.571,57583.545,-47248.964,2,5030,23,29
2766,33.31055291,130.2928899,24.588,57583.431,-47249.676,2,5030,23,29
2767,33.31055279,130.2928871,24.603,57583.397,-47250.396,2,5030,23,29
2768,33.31055292,130.2928843,24.62,57583.443,-47251.116,2,5030,23,29
2769,33.31055303,130.2928834,24.626,57583.476,-47251.355,2,5030,23,29
2770,33.31055335,130.2928819,24.635,57583.577,-47251.742,2,5030,23,29
2771,33.31055392,130.2928805,24.642,57583.754,-47252.101,2,5030,23,29
2772,33.3105547,130.2928792,24.647,57583.997,-47252.417,2,5030,23,29
2773,33.31055568,130.2928782,24.65,57584.299,-47252.679,2,5030,23,29
2774,33.31059949,130.2929545,24.349,57597.701,-47232.924,2,5030,23,29
2775,33.31059589,130.2929587,24.386,57596.587,-47231.847,2,5030,23,29
2776,33.31059178,130.2929635,24.422,57595.312,-47230.614,2,5030,23,29
2777,33.31058891,130.2929669,24.429,57594.426,-47229.757,2,5030,23,29
2778,33.31058604,130.2929702,24.437,57593.537,-47228.898,2,5030,23,29
2779,33.31058337,130.2929733,24.411,57592.709,-47228.096,2,5030,23,29
2780,33.31057663,130.2929812,24.353,57590.625,-47226.082,2,5030,23,29
2781,33.31057226,130.2929863,24.32,57589.272,-47224.774,2,5030,23,29
2782,33.31057379,130.2929881,24.317,57589.741,-47224.289,2,5030,23,29
2783,33.31057412,130.2929885,24.316,57589.842,-47224.184,2,5030,23,29
2784,33.31057461,130.2929892,24.315,57589.992,-47224.023,2,5030,23,29
2785,33.3105756,130.2929906,24.313,57590.294,-47223.66,2,5030,23,29
2786,33.31057603,130.2929913,24.31,57590.425,-47223.482,2,5030,23,29
2787,33.31057666,130.2929924,24.305,57590.619,-47223.19,2,5030,23,29
2788,33.31057723,130.2929935,24.303,57590.792,-47222.895,2,5030,23,29
2789,33.3105782,130.2929959,24.298,57591.089,-47222.269,2,5030,23,29
2790,33.31057893,130.2929985,24.292,57591.312,-47221.613,2,5030,23,29
2791,33.31057942,130.2930011,24.285,57591.457,-47220.936,2,5030,23,29
2792,33.31057964,130.2930038,24.278,57591.524,-47220.247,2,5030,23,29
2793,33.31057961,130.2930065,24.27,57591.511,-47219.554,2,5030,23,29
2794,33.31057932,130.2930091,24.262,57591.418,-47218.868,2,5030,23,29
2795,33.31057878,130.2930117,24.254,57591.247,-47218.197,2,5030,23,29
2796,33.31057799,130.2930142,24.245,57591,-47217.55,2,5030,23,29
2797,33.31057696,130.2930166,24.236,57590.68,-47216.936,2,5030,23,29
2798,33.3105757,130.2930188,24.232,57590.291,-47216.363,2,5030,23,29
2799,33.31057424,130.2930209,24.23,57589.838,-47215.839,2,5030,23,29
2800,33.31056977,130.2930264,24.231,57588.454,-47214.41,2,5030,23,29
2801,33.3105708,130.2930266,24.239,57588.769,-47214.375,2,5030,23,29
2802,33.31057483,130.2930315,24.293,57590.006,-47213.097,2,5030,23,29
2803,33.31057874,130.2930363,24.345,57591.205,-47211.858,2,5030,23,29
