PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
1,33.31079045,130.2929237,24.219,57656.569,-47240.59,2,5030,23,29
2,33.31079146,130.2929252,24.216,57656.878,-47240.21,2,5030,23,29
3,33.31079226,130.2929268,24.213,57657.121,-47239.785,2,5030,23,29
4,33.31079282,130.2929286,24.209,57657.292,-47239.327,2,5030,23,29
5,33.31079313,130.2929304,24.205,57657.386,-47238.846,2,5030,23,29
6,33.31079319,130.2929323,24.201,57657.4,-47238.357,2,5030,23,29
7,33.31079298,130.2929342,24.198,57657.335,-47237.872,2,5030,23,29
8,33.31079253,130.292936,24.198,57657.192,-47237.404,2,5030,23,29
9,33.31079183,130.2929377,24.2,57656.975,-47236.965,2,5030,23,29
10,33.31079091,130.2929393,24.202,57656.689,-47236.568,2,5030,23,29
11,33.31079001,130.2929404,24.203,57656.41,-47236.281,2,5030,23,29
12,33.31069448,130.2930439,24.082,57626.849,-47209.712,2,5030,23,29
13,33.31069287,130.2930455,24.078,57626.353,-47209.32,2,5030,23,29
14,33.31069112,130.2930467,24.073,57625.812,-47208.993,2,5030,23,29
15,33.31068925,130.2930477,24.07,57625.234,-47208.738,2,5030,23,29
16,33.31068728,130.2930484,24.073,57624.628,-47208.557,2,5030,23,29
17,33.31068526,130.2930489,24.076,57624.004,-47208.455,2,5030,23,29
18,33.31068321,130.293049,24.079,57623.372,-47208.432,2,5030,23,29
19,33.31068117,130.2930487,24.083,57622.743,-47208.489,2,5030,23,29
20,33.31067916,130.2930482,24.088,57622.125,-47208.625,2,5030,23,29
21,33.31067722,130.2930474,24.092,57621.53,-47208.838,2,5030,23,29
22,33.31067539,130.2930463,24.096,57620.966,-47209.124,2,5030,23,29
23,33.31067369,130.2930449,24.101,57620.443,-47209.479,2,5030,23,29
24,33.31067214,130.2930433,24.105,57619.969,-47209.897,2,5030,23,29
25,33.31067195,130.2930431,24.106,57619.912,-47209.954,2,5030,23,29
26,33.31065317,130.2930201,24.163,57614.153,-47215.91,2,5030,23,29
27,33.31065295,130.2930199,24.164,57614.088,-47215.978,2,5030,23,29
28,33.31065165,130.293018,24.172,57613.688,-47216.467,2,5030,23,29
29,33.31065055,130.2930159,24.184,57613.352,-47217.003,2,5030,23,29
30,33.31065031,130.2930154,24.194,57613.279,-47217.143,2,5030,23,29
31,33.31064979,130.293014,24.217,57613.121,-47217.489,2,5030,23,29
32,33.31064913,130.2930117,24.253,57612.919,-47218.088,2,5030,23,29
33,33.31064871,130.2930093,24.284,57612.794,-47218.708,2,5030,23,29
34,33.31064855,130.2930069,24.31,57612.748,-47219.338,2,5030,23,29
35,33.31064865,130.2930044,24.33,57612.782,-47219.969,2,5030,23,29
36,33.31064901,130.293002,24.347,57612.895,-47220.591,2,5030,23,29
37,33.31064962,130.2929997,24.37,57613.086,-47221.194,2,5030,23,29
38,33.31065047,130.2929975,24.386,57613.351,-47221.768,2,5030,23,29
39,33.31065155,130.2929954,24.397,57613.687,-47222.303,2,5030,23,29
40,33.31065284,130.2929935,24.406,57614.087,-47222.792,2,5030,23,29
41,33.31065341,130.2929928,24.409,57614.262,-47222.971,2,5030,23,29
42,33.31065475,130.2929912,24.416,57614.676,-47223.374,2,5030,23,29
43,33.31065822,130.2929871,24.435,57615.752,-47224.419,2,5030,23,29
44,33.31065961,130.2929855,24.442,57616.183,-47224.838,2,5030,23,29
45,33.31066981,130.2929736,24.496,57619.339,-47227.905,2,5030,23,29
46,33.31067082,130.2929726,24.5,57619.652,-47228.154,2,5030,23,29
47,33.31067197,130.2929719,24.502,57620.008,-47228.335,2,5030,23,29
48,33.31067322,130.2929715,24.501,57620.393,-47228.442,2,5030,23,29
49,33.31067451,130.2929713,24.496,57620.791,-47228.471,2,5030,23,29
50,33.3106758,130.2929715,24.489,57621.187,-47228.419,2,5030,23,29
51,33.31067703,130.292972,24.482,57621.565,-47228.29,2,5030,23,29
52,33.31067815,130.2929728,24.473,57621.91,-47228.088,2,5030,23,29
53,33.31067893,130.2929736,24.466,57622.15,-47227.883,2,5030,23,29
54,33.31065174,130.2926395,24.793,57614.194,-47314.123,2,5030,23,29
55,33.31064946,130.2926368,24.799,57613.496,-47314.838,2,5030,23,29
56,33.31064864,130.2926356,24.801,57613.246,-47315.15,2,5030,23,29
57,33.31064805,130.2926342,24.803,57613.064,-47315.506,2,5030,23,29
58,33.31064769,130.2926327,24.804,57612.956,-47315.89,2,5030,23,29
59,33.31064759,130.2926312,24.806,57612.927,-47316.289,2,5030,23,29
60,33.31064775,130.2926296,24.807,57612.977,-47316.685,2,5030,23,29
61,33.31064816,130.2926282,24.807,57613.106,-47317.063,2,5030,23,29
62,33.3106488,130.2926268,24.806,57613.307,-47317.409,2,5030,23,29
63,33.31064952,130.2926258,24.805,57613.529,-47317.666,2,5030,23,29
64,33.31067338,130.2925977,24.774,57620.916,-47324.883,2,5030,23,29
65,33.3106744,130.2925967,24.774,57621.229,-47325.132,2,5030,23,29
66,33.31067555,130.292596,24.773,57621.584,-47325.314,2,5030,23,29
67,33.31067679,130.2925956,24.774,57621.969,-47325.422,2,5030,23,29
68,33.31067809,130.2925955,24.773,57622.367,-47325.451,2,5030,23,29
69,33.31067937,130.2925957,24.773,57622.763,-47325.401,2,5030,23,29
70,33.3106806,130.2925962,24.773,57623.142,-47325.273,2,5030,23,29
71,33.31068173,130.2925969,24.773,57623.487,-47325.072,2,5030,23,29
72,33.31068257,130.2925978,24.773,57623.745,-47324.85,2,5030,23,29
73,33.31068484,130.2926006,24.773,57624.443,-47324.134,2,5030,23,29
74,33.310612,130.2926864,24.827,57601.886,-47302.099,2,5030,23,29
75,33.3106097,130.2926836,24.827,57601.187,-47302.814,2,5030,23,29
76,33.31060888,130.2926824,24.831,57600.938,-47303.126,2,5030,23,29
77,33.31060828,130.292681,24.835,57600.755,-47303.482,2,5030,23,29
78,33.31060793,130.2926795,24.838,57600.648,-47303.867,2,5030,23,29
79,33.31060783,130.292678,24.84,57600.618,-47304.265,2,5030,23,29
80,33.31060799,130.2926765,24.841,57600.669,-47304.661,2,5030,23,29
81,33.31060839,130.292675,24.839,57600.797,-47305.04,2,5030,23,29
82,33.31060904,130.2926737,24.838,57600.998,-47305.385,2,5030,23,29
83,33.31060976,130.2926727,24.837,57601.22,-47305.642,2,5030,23,29
84,33.31063345,130.2926448,24.816,57608.554,-47312.806,2,5030,23,29
85,33.31063446,130.2926438,24.815,57608.866,-47313.056,2,5030,23,29
86,33.31063561,130.2926431,24.813,57609.221,-47313.238,2,5030,23,29
87,33.31063686,130.2926426,24.811,57609.606,-47313.346,2,5030,23,29
88,33.31063815,130.2926425,24.809,57610.005,-47313.375,2,5030,23,29
89,33.31063944,130.2926427,24.807,57610.401,-47313.324,2,5030,23,29
90,33.31064067,130.2926432,24.806,57610.779,-47313.196,2,5030,23,29
91,33.31064179,130.292644,24.803,57611.125,-47312.995,2,5030,23,29
92,33.31064263,130.2926448,24.801,57611.382,-47312.773,2,5030,23,29
93,33.31064491,130.2926476,24.795,57612.081,-47312.058,2,5030,23,29
94,33.31062323,130.2929511,24.414,57605.019,-47233.784,2,5030,23,29
95,33.31062415,130.2929524,24.422,57605.3,-47233.437,2,5030,23,29
96,33.31062486,130.2929539,24.429,57605.515,-47233.045,2,5030,23,29
97,33.31062533,130.2929555,24.436,57605.658,-47232.622,2,5030,23,29
98,33.31062554,130.2929573,24.442,57605.722,-47232.18,2,5030,23,29
99,33.3106255,130.292959,24.447,57605.707,-47231.733,2,5030,23,29
100,33.3106252,130.2929607,24.451,57605.612,-47231.296,2,5030,23,29
101,33.31062465,130.2929623,24.454,57605.442,-47230.883,2,5030,23,29
102,33.31062415,130.2929633,24.455,57605.285,-47230.624,2,5030,23,29
103,33.3106225,130.2929645,24.452,57604.777,-47230.307,2,5030,23,29
104,33.31062073,130.2929655,24.448,57604.23,-47230.06,2,5030,23,29
105,33.31061887,130.2929662,24.444,57603.656,-47229.887,2,5030,23,29
106,33.31061695,130.2929666,24.447,57603.064,-47229.793,2,5030,23,29
107,33.310615,130.2929666,24.448,57602.464,-47229.779,2,5030,23,29
108,33.31061307,130.2929664,24.446,57601.868,-47229.844,2,5030,23,29
109,33.31061118,130.2929658,24.441,57601.286,-47229.988,2,5030,23,29
110,33.31060936,130.292965,24.434,57600.728,-47230.208,2,5030,23,29
111,33.31060766,130.2929639,24.425,57600.204,-47230.5,2,5030,23,29
112,33.31060609,130.2929625,24.414,57599.724,-47230.859,2,5030,23,29
113,33.3106051,130.2929614,24.405,57599.419,-47231.146,2,5030,23,29
114,33.31060419,130.2929603,24.396,57599.142,-47231.433,2,5030,23,29
115,33.31060102,130.2929564,24.364,57598.169,-47232.439,2,5030,23,29
116,33.31059949,130.2929545,24.349,57597.701,-47232.924,2,5030,23,29
117,33.31055879,130.2929048,24.5,57585.224,-47245.825,2,5030,23,29
118,33.31055725,130.2929027,24.507,57584.753,-47246.371,2,5030,23,29
119,33.31055592,130.2929004,24.516,57584.345,-47246.965,2,5030,23,29
120,33.3105548,130.2928979,24.535,57584.004,-47247.6,2,5030,23,29
121,33.31055392,130.2928953,24.554,57583.737,-47248.27,2,5030,23,29
122,33.31055329,130.2928926,24.571,57583.545,-47248.964,2,5030,23,29
123,33.31055291,130.2928899,24.588,57583.431,-47249.676,2,5030,23,29
124,33.31055279,130.2928871,24.603,57583.397,-47250.396,2,5030,23,29
125,33.31055292,130.2928843,24.62,57583.443,-47251.116,2,5030,23,29
126,33.31055303,130.2928834,24.626,57583.476,-47251.355,2,5030,23,29
127,33.31055335,130.2928819,24.635,57583.577,-47251.742,2,5030,23,29
128,33.31055392,130.2928805,24.642,57583.754,-47252.101,2,5030,23,29
129,33.3105547,130.2928792,24.647,57583.997,-47252.417,2,5030,23,29
130,33.31055568,130.2928782,24.65,57584.299,-47252.679,2,5030,23,29
131,33.3105568,130.2928775,24.651,57584.647,-47252.875,2,5030,23,29
132,33.31055803,130.292877,24.65,57585.027,-47252.999,2,5030,23,29
133,33.31055932,130.2928768,24.647,57585.424,-47253.044,2,5030,23,29
134,33.31056062,130.2928769,24.642,57585.822,-47253.01,2,5030,23,29
135,33.31056186,130.2928773,24.635,57586.205,-47252.897,2,5030,23,29
136,33.31056301,130.2928781,24.627,57586.558,-47252.71,2,5030,23,29
137,33.31056408,130.2928791,24.605,57586.886,-47252.438,2,5030,23,29
138,33.31045374,130.2930366,24.387,57552.696,-47211.977,2,5030,23,29
139,33.31045292,130.2930377,24.386,57552.44,-47211.671,2,5030,23,29
140,33.3104523,130.2930391,24.385,57552.25,-47211.32,2,5030,23,29
141,33.31045193,130.2930406,24.383,57552.133,-47210.938,2,5030,23,29
142,33.31045181,130.2930421,24.38,57552.095,-47210.54,2,5030,23,29
143,33.31045195,130.2930437,24.378,57552.136,-47210.143,2,5030,23,29
144,33.31045235,130.2930452,24.376,57552.256,-47209.761,2,5030,23,29
145,33.31045298,130.2930465,24.374,57552.449,-47209.412,2,5030,23,29
146,33.31045369,130.2930475,24.371,57552.665,-47209.149,2,5030,23,29
147,33.31049349,130.2930956,24.205,57564.866,-47196.672,2,5030,23,29
148,33.31049487,130.2930971,24.2,57565.289,-47196.297,2,5030,23,29
149,33.3104964,130.2930983,24.195,57565.761,-47195.985,2,5030,23,29
150,33.31049807,130.2930992,24.189,57566.272,-47195.742,2,5030,23,29
151,33.31049982,130.2930999,24.183,57566.811,-47195.574,2,5030,23,29
152,33.31050163,130.2931002,24.15,57567.369,-47195.484,2,5030,23,29
153,33.31050347,130.2931002,24.12,57567.935,-47195.474,2,5030,23,29
154,33.31050529,130.2930999,24.126,57568.496,-47195.543,2,5030,23,29
155,33.31050706,130.2930994,24.132,57569.041,-47195.691,2,5030,23,29
156,33.31050874,130.2930985,24.137,57569.561,-47195.914,2,5030,23,29
157,33.3105103,130.2930973,24.14,57570.044,-47196.208,2,5030,23,29
158,33.3105118,130.2930958,24.143,57570.508,-47196.594,2,5030,23,29
159,33.31052366,130.293082,24.159,57574.177,-47200.146,2,5030,23,29
160,33.31052483,130.2930804,24.161,57574.542,-47200.554,2,5030,23,29
161,33.3105258,130.2930786,24.162,57574.843,-47201.011,2,5030,23,29
162,33.31052655,130.2930767,24.161,57575.074,-47201.507,2,5030,23,29
163,33.31052705,130.2930747,24.159,57575.231,-47202.032,2,5030,23,29
164,33.31052729,130.2930726,24.159,57575.309,-47202.573,2,5030,23,29
165,33.31052728,130.2930704,24.165,57575.308,-47203.121,2,5030,23,29
166,33.31052701,130.2930684,24.171,57575.228,-47203.662,2,5030,23,29
167,33.31052656,130.2930665,24.177,57575.09,-47204.132,2,5030,23,29
168,33.3104494,130.2930247,24.414,57551.371,-47215.033,2,5030,23,29
169,33.31044773,130.2930265,24.413,57550.857,-47214.59,2,5030,23,29
170,33.31044637,130.2930274,24.413,57550.435,-47214.343,2,5030,23,29
171,33.31044488,130.2930281,24.414,57549.978,-47214.168,2,5030,23,29
172,33.31044333,130.2930285,24.415,57549.498,-47214.07,2,5030,23,29
173,33.31044174,130.2930286,24.417,57549.009,-47214.051,2,5030,23,29
174,33.31044017,130.2930284,24.425,57548.524,-47214.111,2,5030,23,29
175,33.31043913,130.293028,24.43,57548.204,-47214.196,2,5030,23,29
176,33.31075949,130.2927778,24.472,57647.215,-47278.286,2,5030,23,29
177,33.31070329,130.2927094,24.692,57629.986,-47296.011,2,5030,23,29
178,33.31070256,130.2927088,24.695,57629.763,-47296.183,2,5030,23,29
179,33.3107017,130.2927084,24.698,57629.5,-47296.287,2,5030,23,29
180,33.31070079,130.2927083,24.701,57629.219,-47296.313,2,5030,23,29
181,33.31069989,130.2927085,24.703,57628.942,-47296.259,2,5030,23,29
182,33.31069908,130.292709,24.704,57628.691,-47296.13,2,5030,23,29
183,33.31069869,130.2927094,24.704,57628.57,-47296.029,2,5030,23,29
184,33.31069775,130.2927105,24.703,57628.278,-47295.743,2,5030,23,29
185,33.31069719,130.2927114,24.702,57628.106,-47295.52,2,5030,23,29
186,33.31069686,130.2927124,24.699,57628.004,-47295.257,2,5030,23,29
187,33.31069678,130.2927135,24.696,57627.978,-47294.976,2,5030,23,29
188,33.31069697,130.2927146,24.691,57628.033,-47294.699,2,5030,23,29
189,33.31069739,130.2927155,24.687,57628.163,-47294.448,2,5030,23,29
190,33.31069771,130.292716,24.684,57628.26,-47294.331,2,5030,23,29
191,33.31058117,130.2928539,24.613,57592.183,-47258.922,2,5030,23,29
192,33.31058044,130.2928532,24.618,57591.959,-47259.094,2,5030,23,29
193,33.31057959,130.2928528,24.623,57591.697,-47259.198,2,5030,23,29
194,33.31057867,130.2928527,24.628,57591.416,-47259.223,2,5030,23,29
195,33.31057778,130.2928529,24.631,57591.139,-47259.17,2,5030,23,29
196,33.31057696,130.2928534,24.634,57590.888,-47259.041,2,5030,23,29
197,33.31057659,130.2928538,24.635,57590.772,-47258.945,2,5030,23,29
198,33.31057395,130.2928569,24.639,57589.956,-47258.159,2,5030,23,29
199,33.31057312,130.2928581,24.64,57589.697,-47257.855,2,5030,23,29
200,33.3105725,130.2928594,24.639,57589.504,-47257.505,2,5030,23,29
201,33.31057211,130.2928609,24.637,57589.385,-47257.124,2,5030,23,29
202,33.31057198,130.2928624,24.634,57589.343,-47256.726,2,5030,23,29
203,33.31057212,130.292864,24.63,57589.382,-47256.329,2,5030,23,29
204,33.3105725,130.2928655,24.62,57589.498,-47255.947,2,5030,23,29
205,33.31057313,130.2928668,24.615,57589.689,-47255.595,2,5030,23,29
206,33.31057384,130.2928679,24.611,57589.909,-47255.325,2,5030,23,29
207,33.31069509,130.2927669,24.623,57627.389,-47281.201,2,5030,23,29
208,33.31070068,130.2927602,24.619,57629.119,-47282.919,2,5030,23,29
209,33.31070094,130.2927598,24.619,57629.201,-47283.017,2,5030,23,29
210,33.31070159,130.2927585,24.618,57629.403,-47283.344,2,5030,23,29
211,33.31070201,130.2927571,24.618,57629.534,-47283.706,2,5030,23,29
212,33.31070218,130.2927557,24.617,57629.587,-47284.086,2,5030,23,29
213,33.31070209,130.2927542,24.617,57629.56,-47284.47,2,5030,23,29
214,33.31070174,130.2927527,24.616,57629.455,-47284.839,2,5030,23,29
215,33.31070115,130.2927514,24.616,57629.275,-47285.179,2,5030,23,29
216,33.31069151,130.2927396,24.616,57626.319,-47288.24,2,5030,23,29
217,33.31069017,130.2927382,24.619,57625.91,-47288.603,2,5030,23,29
218,33.31068868,130.2927371,24.621,57625.452,-47288.904,2,5030,23,29
219,33.31068707,130.2927362,24.623,57624.956,-47289.134,2,5030,23,29
220,33.31068536,130.2927356,24.626,57624.431,-47289.29,2,5030,23,29
221,33.3106836,130.2927353,24.631,57623.889,-47289.367,2,5030,23,29
222,33.31068182,130.2927353,24.638,57623.342,-47289.365,2,5030,23,29
223,33.31068007,130.2927356,24.643,57622.8,-47289.283,2,5030,23,29
224,33.31067837,130.2927363,24.647,57622.277,-47289.123,2,5030,23,29
225,33.31067677,130.2927372,24.649,57621.782,-47288.889,2,5030,23,29
226,33.3106753,130.2927384,24.65,57621.327,-47288.586,2,5030,23,29
227,33.31067431,130.2927394,24.649,57621.023,-47288.322,2,5030,23,29
228,33.31064226,130.2927768,24.675,57611.101,-47278.726,2,5030,23,29
229,33.31064108,130.2927784,24.678,57610.736,-47278.318,2,5030,23,29
230,33.31064011,130.2927801,24.678,57610.434,-47277.861,2,5030,23,29
231,33.31063937,130.2927821,24.678,57610.203,-47277.365,2,5030,23,29
232,33.31063887,130.2927841,24.675,57610.046,-47276.841,2,5030,23,29
233,33.31063862,130.2927862,24.671,57609.967,-47276.299,2,5030,23,29
234,33.31063863,130.2927883,24.666,57609.968,-47275.752,2,5030,23,29
235,33.3106389,130.2927904,24.66,57610.048,-47275.211,2,5030,23,29
236,33.31063942,130.2927924,24.656,57610.206,-47274.687,2,5030,23,29
237,33.31064018,130.2927944,24.653,57610.439,-47274.191,2,5030,23,29
238,33.31064117,130.2927961,24.651,57610.742,-47273.735,2,5030,23,29
239,33.31064208,130.2927974,24.649,57611.018,-47273.417,2,5030,23,29
240,33.31065093,130.2928078,24.649,57613.731,-47270.697,2,5030,23,29
241,33.31065121,130.2928081,24.649,57613.817,-47270.634,2,5030,23,29
242,33.31065243,130.2928089,24.649,57614.192,-47270.417,2,5030,23,29
243,33.31065376,130.2928095,24.648,57614.601,-47270.274,2,5030,23,29
244,33.31065515,130.2928097,24.648,57615.029,-47270.207,2,5030,23,29
245,33.31065655,130.2928097,24.647,57615.462,-47270.221,2,5030,23,29
246,33.31065792,130.2928093,24.647,57615.885,-47270.313,2,5030,23,29
247,33.31065922,130.2928086,24.646,57616.284,-47270.482,2,5030,23,29
248,33.31066039,130.2928077,24.646,57616.646,-47270.721,2,5030,23,29
249,33.31066418,130.2928033,24.643,57617.82,-47271.861,2,5030,23,29
250,33.31048954,130.2929619,24.471,57563.819,-47231.189,2,5030,23,29
251,33.31048885,130.2929613,24.474,57563.606,-47231.351,2,5030,23,29
252,33.31048803,130.2929609,24.477,57563.355,-47231.444,2,5030,23,29
253,33.31048716,130.2929609,24.478,57563.088,-47231.458,2,5030,23,29
254,33.31048632,130.2929611,24.478,57562.828,-47231.393,2,5030,23,29
255,33.31048558,130.2929617,24.478,57562.599,-47231.255,2,5030,23,29
256,33.31048543,130.2929618,24.477,57562.553,-47231.214,2,5030,23,29
257,33.31048494,130.2929624,24.476,57562.401,-47231.068,2,5030,23,29
258,33.31048389,130.2929638,24.472,57562.075,-47230.703,2,5030,23,29
259,33.31048304,130.2929654,24.467,57561.812,-47230.29,2,5030,23,29
260,33.31048243,130.2929672,24.461,57561.621,-47229.839,2,5030,23,29
261,33.31048206,130.292969,24.456,57561.505,-47229.364,2,5030,23,29
262,33.31048195,130.2929709,24.455,57561.469,-47228.876,2,5030,23,29
263,33.3104821,130.2929728,24.453,57561.512,-47228.388,2,5030,23,29
264,33.3104825,130.2929746,24.451,57561.634,-47227.914,2,5030,23,29
265,33.31048315,130.2929764,24.447,57561.831,-47227.466,2,5030,23,29
266,33.31048402,130.2929779,24.444,57562.098,-47227.056,2,5030,23,29
267,33.31048474,130.2929789,24.441,57562.317,-47226.804,2,5030,23,29
268,33.31050775,130.2929455,24.453,57569.448,-47235.384,2,5030,23,29
269,33.3105068,130.2929446,24.455,57569.159,-47235.623,2,5030,23,29
270,33.31050572,130.2929439,24.457,57568.827,-47235.795,2,5030,23,29
271,33.31050455,130.2929436,24.461,57568.465,-47235.893,2,5030,23,29
272,33.31050334,130.2929435,24.469,57568.092,-47235.912,2,5030,23,29
273,33.31050214,130.2929438,24.476,57567.722,-47235.851,2,5030,23,29
274,33.31050101,130.2929443,24.482,57567.374,-47235.714,2,5030,23,29
275,33.31050002,130.2929451,24.485,57567.069,-47235.511,2,5030,23,29
276,33.31049931,130.2929463,24.486,57566.847,-47235.209,2,5030,23,29
277,33.31049881,130.2929476,24.484,57566.694,-47234.868,2,5030,23,29
278,33.31049857,130.292949,24.481,57566.617,-47234.501,2,5030,23,29
279,33.31049858,130.2929505,24.476,57566.619,-47234.127,2,5030,23,29
280,33.31049885,130.2929519,24.471,57566.7,-47233.761,2,5030,23,29
281,33.31049937,130.2929532,24.469,57566.857,-47233.422,2,5030,23,29
282,33.31050017,130.2929544,24.467,57567.103,-47233.101,2,5030,23,29
283,33.31051076,130.2927967,24.816,57570.564,-47273.775,2,5030,23,29
284,33.31050979,130.2927957,24.821,57570.267,-47274.042,2,5030,23,29
285,33.31050867,130.2927949,24.826,57569.923,-47274.245,2,5030,23,29
286,33.31050744,130.2927944,24.83,57569.545,-47274.375,2,5030,23,29
287,33.31050615,130.2927942,24.834,57569.149,-47274.428,2,5030,23,29
288,33.31050486,130.2927943,24.836,57568.75,-47274.401,2,5030,23,29
289,33.31050361,130.2927948,24.838,57568.365,-47274.295,2,5030,23,29
290,33.31050246,130.2927955,24.841,57568.009,-47274.115,2,5030,23,29
291,33.31050144,130.2927964,24.842,57567.695,-47273.867,2,5030,23,29
292,33.31050082,130.2927973,24.841,57567.501,-47273.65,2,5030,23,29
293,33.31050045,130.2927979,24.839,57567.387,-47273.502,2,5030,23,29
294,33.31049903,130.2928003,24.833,57566.946,-47272.865,2,5030,23,29
295,33.31049783,130.292803,24.824,57566.573,-47272.186,2,5030,23,29
296,33.31049686,130.2928057,24.815,57566.272,-47271.473,2,5030,23,29
297,33.31049614,130.2928086,24.805,57566.047,-47270.732,2,5030,23,29
298,33.31049568,130.2928116,24.793,57565.899,-47269.972,2,5030,23,29
299,33.31049546,130.2928145,24.779,57565.83,-47269.201,2,5030,23,29
300,33.31049551,130.2928175,24.763,57565.841,-47268.427,2,5030,23,29
301,33.31049582,130.2928205,24.745,57565.932,-47267.658,2,5030,23,29
302,33.31049638,130.2928235,24.726,57566.101,-47266.902,2,5030,23,29
303,33.31049719,130.2928263,24.706,57566.348,-47266.168,2,5030,23,29
304,33.31049825,130.292829,24.685,57566.669,-47265.463,2,5030,23,29
305,33.31049953,130.2928316,24.67,57567.061,-47264.795,2,5030,23,29
306,33.31050103,130.292834,24.67,57567.519,-47264.172,2,5030,23,29
307,33.31050238,130.2928358,24.67,57567.933,-47263.707,2,5030,23,29
308,33.31052306,130.2928611,24.659,57574.271,-47257.152,2,5030,23,29
309,33.31052416,130.2928622,24.657,57574.609,-47256.86,2,5030,23,29
310,33.31052541,130.2928631,24.654,57574.994,-47256.633,2,5030,23,29
311,33.31052677,130.2928637,24.656,57575.413,-47256.478,2,5030,23,29
312,33.3105282,130.292864,24.661,57575.853,-47256.4,2,5030,23,29
313,33.31052965,130.292864,24.666,57576.299,-47256.401,2,5030,23,29
314,33.31053108,130.2928636,24.669,57576.739,-47256.482,2,5030,23,29
315,33.31053243,130.292863,24.666,57577.157,-47256.64,2,5030,23,29
316,33.31053367,130.2928621,24.67,57577.54,-47256.869,2,5030,23,29
317,33.31053458,130.2928612,24.67,57577.82,-47257.107,2,5030,23,29
318,33.31058921,130.2927965,24.641,57594.732,-47273.726,2,5030,23,29
319,33.31059003,130.2927953,24.641,57594.987,-47274.033,2,5030,23,29
320,33.31059064,130.2927939,24.639,57595.176,-47274.385,2,5030,23,29
321,33.31059101,130.2927924,24.636,57595.292,-47274.767,2,5030,23,29
322,33.31059113,130.2927909,24.633,57595.33,-47275.165,2,5030,23,29
323,33.31059098,130.2927893,24.637,57595.287,-47275.562,2,5030,23,29
324,33.31059058,130.2927879,24.64,57595.167,-47275.943,2,5030,23,29
325,33.31058995,130.2927865,24.644,57594.973,-47276.292,2,5030,23,29
326,33.31058924,130.2927855,24.646,57594.756,-47276.554,2,5030,23,29
327,33.31059664,130.2927767,24.68,57597.048,-47278.806,2,5030,23,29
328,33.31059764,130.2927777,24.678,57597.355,-47278.551,2,5030,23,29
329,33.31059879,130.2927784,24.677,57597.707,-47278.361,2,5030,23,29
330,33.31060003,130.2927789,24.676,57598.089,-47278.245,2,5030,23,29
331,33.31060132,130.292779,24.676,57598.487,-47278.208,2,5030,23,29
332,33.31060261,130.2927789,24.677,57598.884,-47278.25,2,5030,23,29
333,33.31060385,130.2927784,24.679,57599.265,-47278.371,2,5030,23,29
334,33.31060498,130.2927776,24.682,57599.614,-47278.565,2,5030,23,29
335,33.31060582,130.2927768,24.684,57599.876,-47278.781,2,5030,23,29
336,33.31060667,130.2927758,24.687,57600.137,-47279.038,2,5030,23,29
337,33.3106075,130.2927746,24.687,57600.392,-47279.345,2,5030,23,29
338,33.3106081,130.2927732,24.687,57600.582,-47279.697,2,5030,23,29
339,33.3106085,130.2927717,24.687,57600.698,-47280.079,2,5030,23,29
340,33.3106086,130.2927702,24.687,57600.735,-47280.477,2,5030,23,29
341,33.3106084,130.2927686,24.687,57600.693,-47280.874,2,5030,23,29
342,33.310608,130.2927672,24.687,57600.572,-47281.255,2,5030,23,29
343,33.3106074,130.2927658,24.687,57600.378,-47281.604,2,5030,23,29
344,33.3106067,130.2927648,24.687,57600.161,-47281.866,2,5030,23,29
345,33.31065432,130.2927089,24.694,57614.902,-47296.225,2,5030,23,29
346,33.31065532,130.2927099,24.69,57615.209,-47295.969,2,5030,23,29
347,33.31065647,130.2927106,24.686,57615.561,-47295.78,2,5030,23,29
348,33.31065771,130.292711,24.683,57615.943,-47295.664,2,5030,23,29
349,33.310659,130.2927112,24.681,57616.341,-47295.627,2,5030,23,29
350,33.31066029,130.292711,24.679,57616.738,-47295.669,2,5030,23,29
351,33.31066152,130.2927105,24.681,57617.119,-47295.79,2,5030,23,29
352,33.31066265,130.2927098,24.684,57617.468,-47295.983,2,5030,23,29
353,33.31066348,130.292709,24.685,57617.723,-47296.193,2,5030,23,29
354,33.31068759,130.2926807,24.72,57625.187,-47303.452,2,5030,23,29
355,33.31068842,130.2926795,24.72,57625.444,-47303.758,2,5030,23,29
356,33.31068904,130.2926781,24.72,57625.636,-47304.109,2,5030,23,29
357,33.31068941,130.2926767,24.718,57625.753,-47304.49,2,5030,23,29
358,33.31068953,130.2926751,24.718,57625.793,-47304.888,2,5030,23,29
359,33.3106894,130.2926736,24.722,57625.753,-47305.285,2,5030,23,29
360,33.310689,130.2926721,24.726,57625.634,-47305.667,2,5030,23,29
361,33.31068838,130.2926707,24.729,57625.442,-47306.017,2,5030,23,29
362,33.31068765,130.2926697,24.731,57625.219,-47306.288,2,5030,23,29
363,33.31061416,130.292756,24.677,57602.471,-47284.135,2,5030,23,29
364,33.31061516,130.292757,24.673,57602.778,-47283.88,2,5030,23,29
365,33.31061631,130.2927577,24.671,57603.13,-47283.69,2,5030,23,29
366,33.31061755,130.2927581,24.669,57603.512,-47283.575,2,5030,23,29
367,33.31061884,130.2927583,24.665,57603.91,-47283.537,2,5030,23,29
368,33.31062013,130.2927581,24.669,57604.307,-47283.58,2,5030,23,29
